id,A actualiser,Date d'actualisation,Nom,Adresse,Public(s) bénéficiaire(s),Description,Email,Téléphone,Site web,Catégorie 1,Catégorie 2,Catégorie 3,Catégorie 4,Catégorie 5,Catégorie 6,Catégorie 7
,Oui,1/21/2021,L'épicerie Gratuite,"
Bâtiment Ereve - Université Rennes 2 - Campus Villejean,  Rennes. ",Personnes et étudiants en situation de précarité et sans domicile.,"L'association a pour objectif de lutter contre le gaspillage alimentaire et la précarité étudiantes, en récupérant des produits alimentaires issus d'invendus de supermarchés, marchés et cantines scolaires. L'épicerie gratuite est ouverte tous les lundis, mardis et vendredis, jusqu'à ce que l'ensemble des dernrées alimentaires soient distribuées.
Il n'y a aucune condition de ressources, l'épicerie gratuite est ouverte à tou.te.s les étudiant.e.s!

Horaires
Lundi à partir de 18h, distribution de produits frais de supermarché et repas de cantines.
Mardi à partir de 18h, distribution de repas de cantines.
Vendredi à partir de 15h, distribution de repas de cantines. ",epicerie.gratuite.r2@gmail.com,NA,https://epiceriegratuite.site123.me/?fbclid=IwAR04GmNusB17caFyAK4vD2qg1U-FcDgwcUUD3KSjF7cVzhhBV0eUBmh1UAQ,Se nourrir,,,,,,
,Oui,1/21/2021,Epicerie sociale Don de Cœur,"4 rue du Bas Village, 35510 Cesson-Sévigné",Personnes en situation de précarité et sans domicile.,"Distribution alimentaire.
L'association déménage dans un nouveau local actuellement et est donc fermée au public. N'hésitez pas à les contacter cependant. ",dondecoeur35@gmail.com,02.90.56.77.12 // 06.09.20.77.35,https://www.association-dondecoeur.com/,Se nourrir,,,,,,
,Oui,1/21/2021,R'enfort,"36, Boulevard Villebois Mareuil, 35000 Rennes",Personnes en situation de précarité et sans domicile.,Horaires : Jeudi et  samedi : 14h-16h.,laurent.vanreeth@gmail.com,06.73.05.61.02,NA,Se nourrir,,,,,,
,Oui ,22/01/2021,La bagagerie « les clés solidaires »,"Salle Molène, dans le même local que la Pause de la Croix- Rouge, aux abords du parc du Thabor, Place Saint-Melaine (prendre le passage à gauche de l’église). 35000 Rennes",Personnes sans abri,"Un lieu de vie à l'initiative de l'association ""La Maison des citoyens de Rennes et sa métropole"" pour permettre aux personnes sans domicile de mettre en sécurité leurs affaires personnelles et également profiter de consultations juridiques gratuites, d’un salon mieux-être une fois par mois, d’accompagnement à la recherche d’emploi…

Horaires
Lundi,mardi et jeudi 17h30 -19h30
Vendredi 13h à 15h30
Samedi 11h à 14h",mdcderennesetsametropole@gmail.com,,https://www.facebook.com/bagageriepourlespersonnesSDFrennes/?ref=page_internal,Bagageries,,,,,,
,Oui ,22/01/2021,Coeurs Résistants ,"19 rue Legraverend, 35000 Rennes",Personnes en situation de précarité et sans domicile.,"Coeurs Résistants vous accueille au 19 rue Legraverend pour une pause au chaud, avec un café, l'accès aux sanitaires et pour recharger son portable.

Du Lundi au Jeudi de 10h à 12h et de 14h à 17h.
",coeurs.resistants@gmail.com,06 35 28 58 62,https://coeursresistants.wixsite.com/asso,S'occuper de soi,,,,,,
1742,,1/12/2021,"Centre méthadone et consultations cannabis -
Centre de Soins d’Accompagnement et de Prévention
 en addictologie (CSAPA L'envol)","4, boulevard de Strasbourg 35000 Rennes",Usagers des drogues. ,"Accès aux soins et prise en charge des personnes présentant des usages de produits psychotropes principalement illicites (Possibilité d'anonymat).

Horaires : Du lundi au Vendredi 9h30 - 12h30 et 13h30 - 17h30, Samedi 9h30 - 13h00.

Transports : Bus C6, C4, arrêt Pont de Strasbourg.
                       ",NA,"Tel 1 : 02 99 33 39 20
Tel 2 : 02 99 33 60 38 ",NA,Se soigner,,,,,,
1727 (CEGIDD) - 1729 - 1730 (CHU) - 1731(Dermatologie),,1/14/2021,"CHU - Hôpital Pontchaillou -
 - Urgences.
- Centre de soins dentaires.
- Pavillon Dermatologie.
- Centre gratuiit d'information, de dépistage et de diagnostic (CEGIDD).","2, rue Henri Le Guilloux 35000 Rennes",Tous publics.,"Horaires :
- Service des urgences: 24h/24, 7j/7.
- Equipe psychiatrique  : 24h/24, 7 j/7.
- Consultations sur rendez-vous au centre de soins dentaire : Du lundi au vendredi 9h30-12h30 et 14h-18h30.
- Pavillon dermatologie:  Consultation anonyme et gratuite infections sexuellement transmissibles hors HIV, Hépatites : Mardi 16h30 - 17h30, jeudi 9h30 - 10h30.
- Dépistages gratuits (VIH, IST..) et consultations au CEGIDD (Sur Rendez-Vous) :
Lundi 12h-16h, Mardi  9h-12h et 16h30-19h30, Jeudi 10h-12h er 14h-17h et Samedi 9h-12h.

Transports : Bus C2, 31 : Arrêt Anatole France, Métro Pontchaillou ou Anatole France.
",NA,"Numéro contact hôpital (dont urgences) : 02.99.28.43.21

Numéro du centre de soins dentaires : 02.99.28.24.00

Numéro pavillon dermatologie : 02.99.28.43.49

Numéro CEGID : 02.99.28.43.02
",https://www.chu-rennes.fr/chu-rennes/demande-de-rdv-597.html,Se soigner,S'occuper de soi,,,,,
1739,,1/12/2021,Centre de Soins d’Accompagnement et de Prévention en addictologie (CSAPA),"39, rue Saint-Melaine  35000 Rennes","Pour toutes les personnes présentant une addiction (alcool, drogues, médicaments...).","Le CSAPA est un lieu d'accueil, d'écoute, et de soins pour toute personne confrontée à une addiction et leur entourage.

Transports : Métro Sainte-Anne.
Du Lundi au Vendredi (Consultation gratuite sur rendez-vous).",NA,02.22.51.41.40 ,www.ch-guillaumeregnier.fr,Se soigner,,,,,,
1723,,1/12/2021,"Centre Médical Réseau Louis Guilloux
","12 ter, avenue de Pologne bâtiment le Samara, 3e étage,  35000 Rennes",Tous publics.,"Consultations médicales sur rendez-vous avec interprètes pour les personnes étrangères et /ou en situation de précarité ayant une difficulté d’accès aux soins. Ouverture des droits de santé. Consultations de soins primaires par 15 médecins en langue maternelle grâce à des interprètes.

Horaires :
- Consultations médicales :  Lundi : 14h à 18h, Mardi, Mercredi, Jeudi, Vendredi : 9h - 18h (Sur RDV)
- Cours de français : « Ma maternité en français » pour femmes enceintes : gratuit, sur inscription : Mardi : 14h - 16h
- Standart téléphonique : Lundi, Mardi, Mercredi, Jeudi, vendredi : 9h-18h.

Transports : Bus 12 - 13, arrêt Galicie , Métro Blosne.",NA,02.99.32.47.36 ,https://rlg35.org,Se soigner,S'occuper de soi,S'orienter,,,,
,,1/12/2021,́Equipe Mobile Psychiatrie Précarité (EMPP),Pôle Addiction Précarité – CHGR 35000 Rennes,Personnes en situation de précarité.,Dispositif permettant l’accès au soin spécialisé et la prise en charge médico-psychologique des personnes en situation de précarité sur Rennes. Entretien avec infirmier ou psychologue pour une évaluation et une orientation. Sur rendez-vous.,NA,02.99.33.39.20 ,NA,Se soigner,S'occuper de soi,S'orienter,,,,
6791,,1/12/2021,"Hôpital Sud - Pédiatrie, maternité et gynécologie ","16, bd de Bulgarie 35000 Rennes",Femmes et enfants.,"Gynécologie, pédiatrie et maternité.

Horaires : Service des urgences gynécologiques et pédiatriques ouvert 24h/24h et 7 j/ 7
Consultations sur RDV.

Transports : Métro Le Blosne.",,02 99 28 43 21,,Se soigner,S'occuper de soi,,,,,
6788 + 1718,,1/14/2021,Centre Hospitalier Guillaume Régnier (CHGR) -  Service Psychiatrique D'accueil et D'Orientation (SPAO),"108, avenue Général-Leclerc, à droite en entrant 35000 Rennes",Pour toutes les personnes ayant besoin d'un suivi psychiatrique. ,"CHGR : Évaluation, suivi, consultations infirmières, psychologues, psychiatres.

SPAO : toute personne de plus de 16 ans, accompagnée ou non, en demande d’une prise en charge psychiatrique en urgence, ou d’une orientation, ou d’un avis thérapeutique ou d’une admission sur l’établissement.

Horaires : Tous les jours de 9h - 21h.

Transports : Bus 50, 64, arrêt Moulin de Joué / Bus 67, arrêt Guillaume Régnier / Bus C4, C6, arrêt Plaine de Baud

",NA,"Numéro CHGR (hors urgences) : 02.99.33.39.00

Numéro SPAO (urgences) : 02.99.33.60.27",http://www.ch-guillaumeregnier.fr,Se soigner,,,,,,
,Oui,1/14/2021,"Planning Familial  - Mouvement Français pour le Planning Familial
","11, bd Maréchal de Lattre de Tassigny  35000 Rennes",Tous publics.,"MFPF:
Consultations médicales d'urgence (contraceptions, IVG, violences...)

Important : Confidentialité !

Horaires : MFPF et Planning familial 35 : Lundi, Mardi, Mercredi, Vendredi : 9h-18h.

Transports : Bus C2, arrêt Les Lices / Métro : Sainte-Anne.",NA,02.99.31.54.22,https://www.planning-familial.org/fr,Se soigner,S'occuper de soi,S'orienter,,,,
,,1/12/2021,Centre Médico-Psychologique (CMP) - La Sauvaie,"8, rue de la Sauvaie,  35000 Rennes","Habitants des quartiers Blosne, Poterie, Sud Gare et Brequigny.","Un CMP est un lieu de consultation destiné à une population adulte. Il s'agit d'un lieu qui permet l'organisation des actions de soins et de prévention de la ville de Rennes.

Horaires : Sur rendez-vous.

Transports : Bus C1, arrêt Sauvaie.",NA,02 99 51 56 73 ,NA,Se soigner,,,,,,
,,1/12/2021,Centre Médico-Psychologique (CMP) - Les Colombes,"6 places des Colombes,  35000 Rennes","Habitants des quartiers Centre, Cleunay et Colombier.  ","Un CMP est un lieu de consultation destiné à une population adulte. Il s'agit d'un lieu qui permet l'organisation des actions de soins et de prévention de la ville de Rennes.

Horaires : Sur rendez-vous.

Transports : Bus C2, 11, arrêt Liberté.
",NA,02 22 51 41 36 ,NA,Se soigner,,,,,,
,,1/12/2021,Centre Médico-Psychologique (CMP) - Saint-Exupery,"5, rue Saint-Exupéry, 35000 Rennes","Habitants des quartiers Maurepas, Patton et Villejean.","Un CMP est un lieu de consultation destiné à une population adulte. Il s'agit d'un lieu qui permet l'organisation des actions de soins et de prévention de la ville de Rennes.

Horaires : Sur rendez-vous.

Transports : Bus 14, arrêt Painlevé",NA,02 99 33 39 37 ,NA,Se soigner,,,,,,
(Ex 1736),,1/14/2021,Lueurdespoir35 ,"7, place de Torigné, 35200 Rennes",Personnes souffrant de dépression.,"Groupe de paroles pour lutter contre la dépression.

Horaires :
Permanences chaque vendredi : 14h30-17h (Prise de rendez-vous par téléphone le mercredi ou le jeudi).
Permanences téléphoniques : Lundi, Mardi, Jeudi : 9h-11h30 et 14h30-17h30 et Mercredi, Vendredi, Samedi, Dimanche : 9h-11h30 et 14h30-21h.


",NA,02.99.83.65.28,http://lueurdespoir35.fr/,Se soigner,S'occuper de soi,,,,,
1736,,1/14/2021,Maison Associative de la Santé ,"7, Rue de Normandie, 35200 Rennes",Tous publics,"La Maison Associative de la Santé a plusieurs missions :
- Représentation et accompagnement des usagers de la santé pour renforcer la participation citoyenne au fonctionnement du système de santé.
- Suivi du respect des droits de la personne malade et des usagers. Impulsion et coordination de projets de santé publique.
- Mise en place d'actions de prévention et de promotion de la santé.
- Accueil, soutien et promotion de 62 associations d'aide et d'accompagnement .

Horaires : Lundi 10h-12h et 14h-17h, Mardi, Mercredi, Jeudi 9h-12h et 14h-17 et Vendredi 9h-12h et 14h-16h30.",NA,02.99.53.48.82,"Contacts et informations sur les
associations hébergées par la MAS  :

http://maisondelasante.com/wp-content/uploads/2020/03/MAS-Guide-40P°2020_OK.pdf",S'orienter,,,,,,
1733,,1/14/2021,Centre accueil et soins adolescents et jeunes adultes,"214, Rue de Châtillon
35200 Rennes",Jeunes de 13 à 21 ans,"Accueille des adolescents âgés de 13 à 21 ans en consultation individuelle, possibilité de thérapie familiale.
 Possibilité pour le jeune de participer à différentes médiations au sein de la structure interne,
accueil de parents d’adolescents et de professionnels en contact avec les jeunes.

Horaires : Du lundi au vendredi 9h-19h.",NA,02.99.32.20.72,NA,Se soigner,S'occuper de soi,S'orienter,,,,
1708,,1/12/2021,"SOS Victimes 35  (Association d'aide aux victimes d'infractions pénales et d'accès au droit)
","9, Boulevard Sébastopol, 35000 Rennes",Victimes d'infractions pénales ou d'actes de délinquance.,"SOS victimes 35 a pour but d'accueillir, informer, orienter, aider toute victime d'infractions pénales ou d'actes de délinquance.

Des permanences gratuites sont assurées par des juristes et des psychologues.

Horaires : Accueil sur rendez-vous lundi, mardi, mercredi, jeudi*, vendredi : 9h-12h et 14h-17h.
*Jeudi ouverture jusqu'à 18h30.

Transports : Bus 54, arrêt Pont de Bretagne, Bus C6, arrêt Redon.
",sos-victimes-35@wanadoo.fr,02.99.35.06.07,NA,S'orienter,,,,,,
,oui,1/21/2021,Véhicule accueil santé social de la Croix Rouge,"La Primelais, 35830 Betton",Tous publics.,Le véhicule accueil santé social de la Croix-Rouge est positionné au CADA de Betton le Jeudi Matin.,NA,NA,NA,Se soigner,Se soigner,,,,,
1743+ 1745,oui,1/21/2021,AIDES/ CAARUD (Sida et hépatites/Usagers de drogues) ,"43, rue Saint-Hélier 35000 Rennes",Usagers des drogues / Personnes en souffrance,"Les permanences CAARUD sont maintenues en horaires restreints (Lundi, Mardi, Mercredi et Vendredi de 13h à 17h) et sous format Drive. Les bénéficiaires doivent au préalable appeler le 06.34.28.71.67 pour indiquer leurs besoins. Les sacs de matériels sont préparés pour l'accueil des bénéficiaires sans entrer dans les locaux.",NA,06.34.28.71.67,NA,Se soigner,,,,,,
,,1/19/2021,Fontaine à eau,"Place de la Mairie, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Rue de la Psalette, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Jardin du Bonheur, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau et toilettes,"Parc du Landry, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,Toilettes,,,,,
,,1/19/2021,Fontaine à eau et toilettes,"Parc du Thabor, 35000 Rennes ",Tous publics.,NA,NA,NA,NA,Fontaines,Toilettes,,,,,
,,1/19/2021,Fontaine à eau et toilettes,"Parc des Gayeulles, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Fontaines,Toilettes,,,,,
,,1/19/2021,Fontaine à eau,"Parc de Maurepas, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau et toilettes,"Parc Hamelin Oberthür, 35000 Rennes",Tous publics.,"Non accessible aux
personnes à mobilité réduite.",NA,NA,NA,Fontaines,Toilettes,,,,,
,,1/19/2021,Fontaine à eau et toilettes,"Parc des Hautes Ourmes, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Fontaines,Toilettes,,,,,
,,1/19/2021,Fontaine à eau,"Parc de Bréquigny, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Parc de Beauregard, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Parc de Villejean, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Parc de la Touche, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Skate Parc, Rue Pierre Abélard, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau et toilettes,"Plage d'Apigné, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,Toilettes,,,,,
,,1/19/2021,Fontaine à eau,"Terrain de Sport Kergomard, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Mail François Mittérand, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Fontaine à eau,"Square Charles Dullin, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Fontaines,,,,,,
,,1/19/2021,Toilettes,"Champs Libres, Cours des Alliers, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Musée des Beaux-Arts, 20 quai Emile Zola, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place Erlangen sud, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"2 rue Toullier, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Complexe sportif Paul Lafargue, 49 avenue des Pays Bas, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Halles Centrales, 2 place Honoré Commeurec, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Apigné étang, Parking 1 Chemin rural 72, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Promenade de la Tauvrais jardins familliaux, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Cimetière du Nord, 35 Rue Victor Ségalen, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Piscine de Brequigny, Bd. Albert Premier, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"84 rue d'Angleterre, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 rue de Grignan, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place de la Mairie, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Gayeulles Resto, Parc des Gayeulles, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Parking Arsenal, rue Pierre Abélard, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue Louis et René Moine, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Square Charles Géniaux, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place du Souvenir, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Le Triangle, 1 Boulevard de Yougoslavie, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Hôpital Sud, 16 boulevard de Bulgarie, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"8 place de Bretagne, 3500 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 Avenue Fréville, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Centre-commercial Colombia, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Jardin St. Georges, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"29 rue de St. Laurent, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place Albert Bayet, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue de la Psalette, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"57 rue Papu, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place Hoche, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue du Professeur Maurice Audin, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue Courteline, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place du Haut des Lices, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Près chemin Taupinais, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"3 av de la Préfecture, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Esplanade Fulgence Bienvenue, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Quai Lamennais, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place G. Bernanos sud, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Parc du Berry, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place de Zagreb, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place de la Mairie, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"61 quai St. Cyr, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue Pierre Abélard, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue du Patis Tatelin, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue de la Corderie, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue François Tanguy-Prigent, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Face 16 bd. Raymond Poincaré, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Chemin de Boron, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Boulevard d Solférino, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,1 Place Esplanade Général De Gaulle,Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"4 place Guénolé, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"rue Henri Le Guilloux, 35000 Rennes",Tous publics.,"WC dans la gare routière, Accessible aux personnes à mobilité réduite.",NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 rue de Paris, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 place St. Melaine parc, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"22 Place du Ronceray, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"3 Boulevard de la Duchesse Anne, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Villejean Bibliothèque, 35000 Rennes",Tous publics.,NA,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,Côté rue Maréchal Lyautey,Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 rue Kléber, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Dalle Kennedy, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"12 rue Jean Guy, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"85 Boulevard Villebois Mareuil, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"10 Canal St. Martin parking, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Mail F. Mitterrand, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"10 rue St. Louis, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Rue de la Corderie, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place Bir-Hakeim, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Place de la Mairie, 35000 Rennes",Tous publics.,Non accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Villejean Piscine, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Face 28 rue Bertrand Robidou, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Allée Ukraine côté Novotel, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"Boulevard de la Duchesse Anne, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
,,1/19/2021,Toilettes,"1 Square Simone Morand, 35000 Rennes",Tous publics.,Accessible aux personnes à mobilité réduite.,NA,NA,NA,Toilettes,,,,,,
