Id,Nom,Adresse,Description,Public,Website,Téléphone,Catégorie1,Catégorie2,Catégorie3,Catégorie4,Catégorie5,Catégorie6,Catégorie7
7414,Borne fontaine,"141 Route de Vienne, 69008 Lyon, France","Sq 14 Zouave-Vers Jeux de boules

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7415,Borne fontaine,"132 Avenue des Frères Lumière, 69008 Lyon, France","Pl A Courtois-Angle Frere lumière

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7416,Borne fontaine,"2 Place d'Arsonval, 69003 Lyon, France","313-Vers Taxi

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7417,Borne fontaine,"49 Avenue Général Frère, 69008 Lyon, France","Jardin Mairie 8e-vers aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7418,Borne fontaine,"99 Rue Audibert et Lavirotte, 69008 Lyon, France","Pl Belleville-Proximité du WC

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7419,Borne fontaine,"134 Rue Sébastien Gryphe, 69007 Lyon, France","Sq J Guesde-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7420,Borne fontaine,"Parc Naturel de Gerland, 24 Allée Pierre de Coubertin, 69007 Lyon, France","Parc de Gerland-Skate Park

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7421,Borne fontaine,"1 Quai Fillon, 69007 Lyon, France","Parc de Gerland-Allée du rhône

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7422,Borne fontaine,"49 Rue de Gerland, 69007 Lyon, France","Pl Jaures-705-Vers WC rue de Gerland

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7423,Borne fontaine,"35 Rue Bechevelin, 69007 Lyon, France","Rue Lambert-Angle rue Béchevelin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7424,Borne fontaine,"100 Grande Rue de la Guillotière, 69007 Lyon, France","Rue Creuzet-Angle gdr de la Guillotière

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7425,Borne fontaine,"38 Place des Pavillons, 69007 Lyon, France","Place des Pavillons/poste

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7426,Borne fontaine,"178 Boulevard Yves Farge, 69007 Lyon, France","Pl doc Merieux-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7427,Borne fontaine,"206 Rue de Gerland, 69007 Lyon, France","Jardin du Cuir-Dans le jardin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7428,Borne fontaine,"48 Rue de l'Est, 69003 Lyon, France","302-Dans aire a chien Bazin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7429,Borne fontaine,"4 Rue Chambovet, 69003 Lyon, France","304- Chambovet Devant jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7430,Borne fontaine,"33 Rue Maurice Flandin, 69003 Lyon, France","Jugan 305-Entrée Frankfort-Flandin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7431,Borne fontaine,"24 Avenue du Château, 69003 Lyon, France","307-Angle bonnand

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7432,Borne fontaine,"51 Avenue Maréchal de Saxe, 69003 Lyon, France","308-Face theatre Tete d'Or

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7433,Borne fontaine,"1 Quai Fillon, 69007 Lyon, France","Parc Gerland 703-Allée du rhône

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7434,Borne fontaine,"24 Allée Pierre de Coubertin, 69007 Lyon, France","Parc de Gerland-Allée du rhône Fogg

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7435,Borne fontaine,"419 Avenue Jean Jaurès, 69007 Lyon, France","Parc de Gerland-Aire de jeux Sud

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7436,Borne fontaine,"403 Avenue Jean Jaurès, 69007 Lyon, France","Parc de Gerland-Aire de jeux Sud

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7437,Borne fontaine,"8 Rue Louis Broussas, 69007 Lyon, France","Parc de Gerland-Allée Louis Broussas

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7438,Borne fontaine,"5 Rue Louis Broussas, 69007 Lyon, France","Parc de Gerland-Allée Louis Broussas

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7439,Borne fontaine,"Unnamed Road, 69007 Lyon, France","Parc de Gerland-Aire de Jeux Nord Allée du rhône

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7440,Borne fontaine,"24 Avenue Leclerc, 69007 Lyon, France","Berges Rhône Leclerc710-Angle accès secour

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7441,Borne fontaine,"6 Place Raspail, 69007 Lyon, France","Sur les Berges 7e Skate park

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7442,Borne fontaine,"2 Rue Alexander Fleming, 69007 Lyon, France","Parc de Gerland-Allée Petite Prairie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7443,Borne fontaine,"4 Rue Alexander Fleming, 69007 Lyon, France","Parc de Gerland-Allée Petite Prairie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7444,Borne fontaine,"24 Allée Pierre de Coubertin, 69007 Lyon, France","Parc de Gerland-Esplanade petite Prairie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7445,Borne fontaine,"24 Allée Pierre de Coubertin, 69007 Lyon, France","Parc de Gerland-Allée du rhône

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7446,Borne fontaine,"21 Rue Georges Gouy, 69007 Lyon, France","Ilot de l'effort-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7447,Borne fontaine,"13 Montée de la Grande-Côte, 69001 Lyon, France","103-dans cour garderie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7448,Borne fontaine,"36 Cours Général Giraud, 69001 Lyon, France","107-Jardin Ouest

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7449,Borne fontaine,"24 Place Bellecour, 69002 Lyon, France","218- Entre Bassin Est et Bat Office tourisme

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7450,Borne fontaine,"22 Rue Dugas-Montbel, 69002 Lyon, France","214-En inox sur la place devant les archives

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7451,Borne fontaine,"67 Cours Dr Long, 69003 Lyon, France","309-Angle rue Louise

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7452,Borne fontaine,"140 Cours Dr Long, 69003 Lyon, France","310-Angle rue Sainte Marie

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7453,Borne fontaine,"10 Place de Bir Hakeim, 69003 Lyon, France","312-Centre jardin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7454,Borne fontaine,"2 Pl. Henri, 69003 Lyon, France","314-Angle lacassagne

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7455,Borne fontaine,"13 Quai Victor Augagneur, 69003 Lyon, France","316-Angle Servient

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7456,Borne fontaine,"19 Quai Victor Augagneur, 69003 Lyon, France","317-Vers rue Mazenod

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7457,Borne fontaine,"20 Rue Paul Bert, 69003 Lyon, France","318-Angle Paul Bert

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7458,Borne fontaine,"34 Rue du Dauphiné, 69003 Lyon, France","319-Angle Bréchan

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7459,Borne fontaine,"24 Rue Gabillot, 69003 Lyon, France","320-Angle rue Paul Bert

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7460,Borne fontaine,"51 Rue Moncey, 69003 Lyon, France","322-Angle Mazenod

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7461,Borne fontaine,"Palais de Justice - Mairie du 3ème, 69003 Lyon, France","323-Dans square HS

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7462,Borne fontaine,"1 Place Danton, 69003 Lyon, France","326-Angle rue Danton

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7463,Borne fontaine,"3099 Place Sainte-Anne, 69003 Lyon, France","339-Côté paul Bert

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7464,Borne fontaine,"36 Rue Moncey, 69003 Lyon, France","328-Angle Saint Jacques

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7465,Borne fontaine,"25 Rue Villeroy, 69003 Lyon, France","329-Vers Aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7466,Borne fontaine,"1bis Place Antonin Jutard, 69003 Lyon, France","333-Vers pt de la Guillotière

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7467,Borne fontaine,"17 Cours de la Liberté, 69003 Lyon, France","335-Centre de la place

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7468,Borne fontaine,"square de la reconnaissance, 3-1 Place de la Reconnaissance, 69003 Lyon, France","337-Dans aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7469,Borne fontaine,"67 Boulevard de la Croix-Rousse, 69004 Lyon, France","403-Angle Dupeyroux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7470,Borne fontaine,"25 Cours d'Herbouville, 69004 Lyon, France","404-Au 25

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7471,Borne fontaine,"11 Place de la Croix-Rousse, 69004 Lyon, France","406-Face au 10 Station VeloV

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7472,Borne fontaine,"8 Rue de Cuire, 69004 Lyon, France","426-Place des Tapis

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7473,Borne fontaine,"24 Rue Henri Chevalier, 69300 Caluire-et-Cuire, France","409-Angle rue Chevallier

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7474,Borne fontaine,"1 Rue Dumenge, 69004 Lyon, France","410-Angle rue du Mail

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7475,Borne fontaine,"23 Rue du Chariot d'Or, 69004 Lyon, France","411-Angle rue du Chariot d'Or

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7476,Borne fontaine,"12 Rue Duviard, 69004 Lyon, France","412-Angle rue Perrod

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7477,Borne fontaine,"18 Rue Henri Gorjus, 69004 Lyon, France","413-Angle Dulaar

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7478,Borne fontaine,"3 Rue Jacquard, 69004 Lyon, France","414-Au 2 vers place des Tapis

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7479,Borne fontaine,"27 Rue du Chariot d'Or, 69004 Lyon, France","415-Angle rue du Chariot d'Or

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7480,Borne fontaine,"10 Rue Pelletier, 69004 Lyon, France","416-Angle rue de Cuire

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7481,Borne fontaine,"4007 Place Camille Flammarion, 69004 Lyon, France","Flammarion

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7482,Borne fontaine,"1 Rue Valentin Couturier, 69004 Lyon, France","418-Angle rue Vaillant Couturier

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7483,Borne fontaine,"24 Rue Henri Ferré, 69004 Lyon, France","419-Dans terrain Sport en face

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7484,Borne fontaine,"10 Place Tabareau, 69004 Lyon, France","421-Tabareau

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7485,Borne fontaine,"46 Rue Saint-Georges, 69005 Lyon, France","504-Commanderie Vers St Georges

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7486,Borne fontaine,"Unnamed Road, 69006, 69006 Lyon, France","Quai Sarail

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7487,Borne fontaine,"Jardin partagé - Jardin de Camille, 92 Rue Jaboulay, 69007 Lyon, France","Sq Bayet-711-Dans jardin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7488,Borne fontaine,"107 Rue des Fougères, 69009 Lyon, France","Sq des Fougères

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7489,Borne fontaine,"19 Quai de Pierre-Scize, 69009 Lyon, France","Quai P Size -Au 21

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7490,Borne fontaine,"28 Quai Arloing, 69009 Lyon, France","Quai Arloing-au 26

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7491,Borne fontaine,"11 Rue du Sergent Michel Berthet, 69009 Lyon, France","Pl Ferber-Vers terrain de sport entree metro

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7492,Borne fontaine,"70 Rue Ernest Fabrègue, 69009 Lyon, France","Mur du Roc-Centre du jardin

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7493,Borne fontaine,"38 Rue de la Claire, 69009 Lyon, France","Place de Paris-Angle rue de la claire

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7494,Borne fontaine,"8 Rue du Dr Horand, 69009 Lyon, France","Parc Montel-Vers entrée Horand

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7495,Borne fontaine,"35 Grande Rue de St Rambert, 69009 Lyon, France","Gde Rue St rambert-Angle Rue des Docteurs Cordiers

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7496,Borne fontaine,"72 Rue Eugène Pons, 69004 Lyon, France","Dans Terrain de Basket Pons

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7497,Borne fontaine,"3 Pl. du 158e Régiment d'Infanterie, 69005 Lyon, France","Haut piste de la Sarra

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7498,Borne fontaine,"47 Boulevard des Belges, 69006 Lyon, France","PTO-Entrée Tête d'Or

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7499,Borne fontaine,"Allée du Chalet, 69006 Lyon, France","PTO Aire de jeux Nord (Ancien Allée des Ormeaux)

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7500,Borne fontaine,"Jeux pour les enfants, 3 Rue Saint-Mathieu, 69008 Lyon, France","Sq St Nestor

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7501,Borne fontaine,"27 Montée Saint-Barthélémy, 69005 Lyon, France","Angle Monté des Chazeaux St Barthélemy

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
7502,Borne fontaine,"8 Rue Antonin Laborde, 69009 Lyon, France","Parc des Saules-Aire de jeux

Certifié par le Guide de l'Urgence Sociale du CCAS de Lyon – https://www.lyon.fr/sites/lyonfr/files/content/documents/2019-01/Guide%20de%20l%20urgence%20sociale%202019_0.pdf",,,,41,,,,,,
